PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"19471071","[Cortisol concentration, hypotension and treatment of cardiovascular insufficiency in the first days of life of very preterm newborns - preliminary report]","Rutkowska M, Resko-Zachara M, Adamska E, Ołtarzewski M, Szamotulska K.","Med Wieku Rozwoj. 2008 Oct-Dec;12(4 Pt 1):950-7.","Rutkowska M","Med Wieku Rozwoj","2008","2009/05/28","","",""
"16158007","Cardiovascular effects of low-dose dexamethasone in very low birth weight neonates with refractory hypotension","Noori S, Siassi B, Durand M, Acherman R, Sardesai S, Ramanathan R.","Biol Neonate. 2006;89(2):82-7. doi: 10.1159/000088289. Epub 2005 Sep 12.","Noori S","Biol Neonate","2006","2005/09/15","","","10.1159/000088289"
"6700597","[Dobutamine in childhood]","Stopfkuchen H, Schranz D, Jüngst BK.","Monatsschr Kinderheilkd. 1984 Jan;132(1):17-20.","Stopfkuchen H","Monatsschr Kinderheilkd","1984","1984/01/01","","",""
"10728516","Initial experience with isradipine for the treatment of hypertension in children","Strauser LM, Groshong T, Tobias JD.","South Med J. 2000 Mar;93(3):287-93.","Strauser LM","South Med J","2000","2000/03/23","","",""
"7583827","Fluctuations in syringe-pump infusions: association with blood pressure variations in infants","Capes DF, Dunster KR, Sunderland VB, McMillan D, Colditz PB, McDonald C.","Am J Health Syst Pharm. 1995 Aug 1;52(15):1646-53. doi: 10.1093/ajhp/52.15.1646.","Capes DF","Am J Health Syst Pharm","1995","1995/08/01","","","10.1093/ajhp/52.15.1646"
"11329109","Initial experience with fenoldopam in children","Strauser LM, Pruitt RD, Tobias JD.","Am J Ther. 1999 Sep;6(5):283-8. doi: 10.1097/00045391-199909000-00007.","Strauser LM","Am J Ther","1999","2001/05/01","","","10.1097/00045391-199909000-00007"
"12082467","Mean arterial pressures during the first 24 hours of life in < or = 600-gram birth weight infants","Cordero L, Timan CJ, Waters HH, Sachs LA.","J Perinatol. 2002 Jul-Aug;22(5):348-53. doi: 10.1038/sj.jp.7210736.","Cordero L","J Perinatol","2002","2002/06/26","","","10.1038/sj.jp.7210736"
"9621991","Antenatal dexamethasone treatment decreases plasma catecholamine levels in preterm infants","Kallio J, Karlsson R, Toppari J, Helminen T, Scheinin M, Kero P.","Pediatr Res. 1998 Jun;43(6):801-7. doi: 10.1203/00006450-199806000-00014.","Kallio J","Pediatr Res","1998","1998/06/11","","","10.1203/00006450-199806000-00014"
"4056980","Cardiac output in newborn infants with transient myocardial dysfunction","Walther FJ, Siassi B, Ramadan NA, Wu PY.","J Pediatr. 1985 Nov;107(5):781-5. doi: 10.1016/s0022-3476(85)80417-0.","Walther FJ","J Pediatr","1985","1985/11/01","","","10.1016/s0022-3476(85)80417-0"
"17165351","Anesthetic management in the arterial switch ""jatene"" operation for transposition of the great arteries","Takada K, Fujita M, Satoh M, Sohma N, Shiina K, Nomura M, Nishiyama K, Shirai K, Kurosawa H, Imai Y.","J Cardiothorac Anesth. 1987 Dec;1(6):531-4. doi: 10.1016/0888-6296(87)90039-1.","Takada K","J Cardiothorac Anesth","1987","1987/12/01","","","10.1016/0888-6296(87)90039-1"
"27641246","Introduction of a centrally anti-hypertensive, clonidine, reduces noradrenaline requirements in septic shock caused by necrotizing enterocolitis","Leroy S, Aladin L, Laplace C, Jalem S, Rosenthal JM, Abrial A, Quintin L.","Am J Emerg Med. 2017 Feb;35(2):377.e3-377.e5. doi: 10.1016/j.ajem.2016.08.027. Epub 2016 Aug 16.","Leroy S","Am J Emerg Med","2017","2016/09/20","","","10.1016/j.ajem.2016.08.027"
"12883974","Treatment of congenital nephrogenic diabetes insipidus by hydrochlorothiazide and cyclooxygenase-2 inhibitor","Pattaragarn A, Alon US.","Pediatr Nephrol. 2003 Oct;18(10):1073-6. doi: 10.1007/s00467-003-1195-0. Epub 2003 Jul 18.","Pattaragarn A","Pediatr Nephrol","2003","2003/07/29","","","10.1007/s00467-003-1195-0"
"2273547","[Recovery from cardiac arrest by prostaglandin E1 infusion during emergency open heart surgery]","Kohyama A, Goh R, Mori K, Higuchi S, Saitoh T.","Masui. 1990 Nov;39(11):1519-24.","Kohyama A","Masui","1990","1990/11/01","","",""
"14767584","Terlipressin for catecholamine-resistant septic shock in children","Rodríguez-Núñez A, Fernández-Sanmartín M, Martinón-Torres F, González-Alonso N, Martinón-Sánchez JM.","Intensive Care Med. 2004 Mar;30(3):477-80. doi: 10.1007/s00134-003-2114-3. Epub 2004 Feb 6.","Rodríguez-Núñez A","Intensive Care Med","2004","2004/02/10","","","10.1007/s00134-003-2114-3"
"1867878","Neonatal effects of methyldopa therapy in pregnancy hypertension","Sulyok E, Bódis J, Hartman G, Ertl T.","Acta Paediatr Hung. 1991;31(1):53-65.","Sulyok E","Acta Paediatr Hung","1991","1991/01/01","","",""
"8869537","Pulse oximetry in newborn infants with birth weights of 620 to 4285 grams receiving dopamine and dobutamine","Sardesai S, Durand M, McEvoy C, Johnson C, Maarek JM.","J Perinatol. 1996 Jan-Feb;16(1):31-4.","Sardesai S","J Perinatol","1996","1996/01/01","","",""
"14964983","Continuous midazolam infusion in the treatment of uncontrollable neonatal seizures","Hu KC, Chiu NC, Ho CS, Lee ST, Shen EY.","Acta Paediatr Taiwan. 2003 Sep-Oct;44(5):279-81.","Hu KC","Acta Paediatr Taiwan","2003","2004/02/18","","",""
"454030","Nitroprusside and epinephrine for treatment of low output in children after open-heart surgery","Benzing G 3rd, Helmsworth JA, Schreiber JT, Kaplan S.","Ann Thorac Surg. 1979 Jun;27(6):523-8. doi: 10.1016/s0003-4975(10)63363-2.","Benzing G 3rd","Ann Thorac Surg","1979","1979/06/01","","","10.1016/s0003-4975(10)63363-2"
"2209040","Critical care for clonidine poisoning in toddlers","Fiser DH, Moss MM, Walker W.","Crit Care Med. 1990 Oct;18(10):1124-8. doi: 10.1097/00003246-199010000-00014.","Fiser DH","Crit Care Med","1990","1990/10/01","","","10.1097/00003246-199010000-00014"
"23128058","Effects of terlipressin on pulmonary artery pressure in a septic cooled infant: an echocardiographic assessment","Radicioni M, Troiani S, Camerini PG.","J Perinatol. 2012 Nov;32(11):893-5. doi: 10.1038/jp.2011.181.","Radicioni M","J Perinatol","2012","2012/11/07","","","10.1038/jp.2011.181"
"17458641","Epidural clonidine added to a bupivacaine infusion increases analgesic duration in labor without adverse maternal or fetal effects","Parker RK, Connelly NR, Lucas T, Serban S, Pristas R, Berman E, Gibson C.","J Anesth. 2007;21(2):142-7. doi: 10.1007/s00540-006-0476-8. Epub 2007 May 30.","Parker RK","J Anesth","2007","2007/04/27","","","10.1007/s00540-006-0476-8"
"6386272","Nursing care of the infant with persistent pulmonary hypertension of the newborn","Beachy P, Powers LK.","Clin Perinatol. 1984 Oct;11(3):681-92.","Beachy P","Clin Perinatol","1984","1984/10/01","","",""
"4997825","Neonatal hypoglycemia: a discussion","Beard A, Cornblath M, Gentz J, Kellum M, Persson B, Zetterström R, Haworth JC.","J Pediatr. 1971 Aug;79(2):314-24. doi: 10.1016/s0022-3476(71)80123-3.","Beard A","J Pediatr","1971","1971/08/01","","","10.1016/s0022-3476(71)80123-3"
"2601280","[Long-term course of 6 boys with congenital nephrogenic diabetes insipidus]","Kaulitz R, Brodehl J.","Klin Padiatr. 1989 Nov-Dec;201(6):425-30. doi: 10.1055/s-2008-1026741.","Kaulitz R","Klin Padiatr","1989","1989/11/01","","","10.1055/s-2008-1026741"
"28658134","Treprostinil for persistent pulmonary hypertension of the newborn, with early onset sepsis in preterm infant: 2 Case reports","Park BY, Chung SH.","Medicine (Baltimore). 2017 Jun;96(26):e7303. doi: 10.1097/MD.0000000000007303.","Park BY","Medicine (Baltimore)","2017","2017/06/29","PMC5500056","","10.1097/MD.0000000000007303"
"12424682","[Case report: neonatal hypertension]","Von Schnakenburg C, Breme K, Fink C, Meller J, Zappel HF, Peuster M.","Klin Padiatr. 2002 Nov-Dec;214(6):343-6. doi: 10.1055/s-2002-35370.","Von Schnakenburg C","Klin Padiatr","2002","2002/11/09","","","10.1055/s-2002-35370"
"17236880","Cardiovascular support in the preterm: treatments in search of indications","Seri I.","J Pediatr. 2007 Feb;150(2):e31-3; author reply e33. doi: 10.1016/j.jpeds.2006.09.023.","Seri I","J Pediatr","2007","2007/01/24","","","10.1016/j.jpeds.2006.09.023"
"24411827","[Electrolyte disorders in preeclampsia. A case report]","Bodenmann Gobin P, Gobin N, Ducry J, Portmann L, Vial Y, Vogt B.","Nephrol Ther. 2014 Feb;10(1):51-7. doi: 10.1016/j.nephro.2013.10.005. Epub 2014 Jan 8.","Bodenmann Gobin P","Nephrol Ther","2014","2014/01/14","","","10.1016/j.nephro.2013.10.005"
"17676247","Arginine-vasopressin in severe forms of septic shock","Meyer S, Shamdeen G, Gottschling S, Gortner L.","J Pediatr (Rio J). 2007 Jul-Aug;83(4):389; author reply 387-8. doi: 10.2223/JPED.1687.","Meyer S","J Pediatr (Rio J)","2007","2007/08/07","","","10.2223/JPED.1687"
"6473128","Clinical and echocardiographic evidence suggesting afterload reduction as a mechanism of action of tolazoline in neonatal hypoxemia","Sandor GG, Macnab AJ, Akesode FA, Ebelt VJ, Pendray MR, Ling WY, Patterson MW, Tipple MA.","Pediatr Cardiol. 1984 Apr-Jun;5(2):93-9. doi: 10.1007/BF02424957.","Sandor GG","Pediatr Cardiol","1984","1984/04/01","","","10.1007/BF02424957"
"23137064","An unexpected cause of cardiac arrest during laparoscopy in an infant with supravalvar aortic stenosis","Groenewald CB, Latham GJ.","Paediatr Anaesth. 2013 Jan;23(1):91-3. doi: 10.1111/pan.12069. Epub 2012 Nov 9.","Groenewald CB","Paediatr Anaesth","2013","2012/11/10","","","10.1111/pan.12069"
"7368901","Tolazoline and dopamine therapy in neonatal hypoxia and pulmonary vasospasm","Hegyi T, Hiatt IM.","Acta Paediatr Scand. 1980 Jan;69(1):101-3. doi: 10.1111/j.1651-2227.1980.tb07038.x.","Hegyi T","Acta Paediatr Scand","1980","1980/01/01","","","10.1111/j.1651-2227.1980.tb07038.x"
"12113314","Epinephrine treatment in hypotensive newborns","Weindling AM.","Acta Paediatr. 2002;91(5):500-2. doi: 10.1080/080352502753711579.","Weindling AM","Acta Paediatr","2002","2002/07/13","","","10.1080/080352502753711579"
"20543721","Hepatorenal syndrome: diagnosis and effect of terlipressin therapy in 4 pediatric patients","Yousef N, Habes D, Ackermann O, Durand P, Bernard O, Jacquemin E.","J Pediatr Gastroenterol Nutr. 2010 Jul;51(1):100-2. doi: 10.1097/MPG.0b013e3181d60e73.","Yousef N","J Pediatr Gastroenterol Nutr","2010","2010/06/15","","","10.1097/MPG.0b013e3181d60e73"
"12784095","Successful treatment of partial nephrogenic diabetes insipidus with thiazide and desmopressin","Mizuno H, Fujimoto S, Sugiyama Y, Kobayashi M, Ohro Y, Uchida S, Sasaki S, Togari H.","Horm Res. 2003;59(6):297-300. doi: 10.1159/000070629.","Mizuno H","Horm Res","2003","2003/06/05","","","10.1159/000070629"
"22565223","[Anaesthetic management of caesarean section in pregnancy with diabetes and hypertrophic myocardiopathy with restrictive diastolic dysfunction]","Holgado CM, Coves S.","Rev Esp Anestesiol Reanim. 2013 Feb;60(2):106-9. doi: 10.1016/j.redar.2012.03.012. Epub 2012 May 6.","Holgado CM","Rev Esp Anestesiol Reanim","2013","2012/05/09","","","10.1016/j.redar.2012.03.012"
"1872182","Enalapril in children with congestive heart failure","Eronen M, Pesonen E, Wallgren EI, Tikkanen I, Fyhrquist F, Andersson S.","Acta Paediatr Scand. 1991 May;80(5):555-8. doi: 10.1111/j.1651-2227.1991.tb11905.x.","Eronen M","Acta Paediatr Scand","1991","1991/05/01","","","10.1111/j.1651-2227.1991.tb11905.x"
"20825884","Terlipressin saved the life of a child with severe nonvariceal upper gastrointestinal bleeding","Erkek N, Senel S, Hizli S, Karacan CD.","Am J Emerg Med. 2011 Jan;29(1):133.e5-6. doi: 10.1016/j.ajem.2010.02.010. Epub 2010 Apr 28.","Erkek N","Am J Emerg Med","2011","2010/09/10","","","10.1016/j.ajem.2010.02.010"
"8672316","Comparison of the effects of adrenaline, clonidine and ketamine on the duration of caudal analgesia produced by bupivacaine in children","Cook B, Grubb DJ, Aldridge LA, Doyle E.","Br J Anaesth. 1995 Dec;75(6):698-701. doi: 10.1093/bja/75.6.698.","Cook B","Br J Anaesth","1995","1995/12/01","","","10.1093/bja/75.6.698"
"11953739","Dopamine effects on pulmonary artery pressure in hypotensive preterm infants with patent ductus arteriosus","Liet JM, Boscher C, Gras-Leguen C, Gournay V, Debillon T, Rozé JC.","J Pediatr. 2002 Mar;140(3):373-5. doi: 10.1067/mpd.2002.123100.","Liet JM","J Pediatr","2002","2002/04/16","","","10.1067/mpd.2002.123100"
"24190402","Adding hydrocortisone as 1st line of inotropic treatment for hypotension in very low birth weight infants: authors' reply","Hochwald O, Pelligra G, Osiovich H.","Indian J Pediatr. 2014 Sep;81(9):988. doi: 10.1007/s12098-013-1276-4. Epub 2013 Nov 6.","Hochwald O","Indian J Pediatr","2014","2013/11/06","","","10.1007/s12098-013-1276-4"
"8110557","Comparison of the haemodynamic effects of dobutamine with enoximone after open heart surgery in small children","Innes PA, Frazer RS, Booker PD, Allsop E, Kirton C, Lockie J, Franks R.","Br J Anaesth. 1994 Jan;72(1):77-81. doi: 10.1093/bja/72.1.77.","Innes PA","Br J Anaesth","1994","1994/01/01","","","10.1093/bja/72.1.77"
"7322684","Utility of M-mode echocardiography for early identification of infants with persistent pulmonary hypertension of the newborn","Valdes-Cruz LM, Dudell GG, Ferrara A.","Pediatrics. 1981 Oct;68(4):515-25.","Valdes-Cruz LM","Pediatrics","1981","1981/10/01","","",""
"3975063","[Clonidine poisoning]","Deutsch J, Grubbauer HM, Beitzke A.","Padiatr Padol. 1985;20(1):89-93.","Deutsch J","Padiatr Padol","1985","1985/01/01","","",""
"6849304","Clonidine poisoning. A complex problem","Artman M, Boerth RC.","Am J Dis Child. 1983 Feb;137(2):171-4. doi: 10.1001/archpedi.1983.02140280063018.","Artman M","Am J Dis Child","1983","1983/02/01","","","10.1001/archpedi.1983.02140280063018"
"2735793","[Vasomotor kidney failure in the newborn infant. Physiopathology and treatment]","Gouyon JB, Guignard JP.","Arch Fr Pediatr. 1989 Feb;46(2):137-41.","Gouyon JB","Arch Fr Pediatr","1989","1989/02/01","","",""
"8396157","Distribution of myocardial beta-adrenoceptor subtypes and coupling to the adenylate cyclase in children with congenital heart disease and implications for treatment","Kozlik-Feldmann R, Kramer HH, Wicht H, Feldmann R, Netz H, Reinhardt D.","J Clin Pharmacol. 1993 Jul;33(7):588-95. doi: 10.1002/j.1552-4604.1993.tb04709.x.","Kozlik-Feldmann R","J Clin Pharmacol","1993","1993/07/01","","","10.1002/j.1552-4604.1993.tb04709.x"
"4684368","Metabolic aspects of the Beckwith-Wiedemann syndrome","Schiff D, Colle E, Wells D, Stern L.","J Pediatr. 1973 Feb;82(2):258-62. doi: 10.1016/s0022-3476(73)80163-5.","Schiff D","J Pediatr","1973","1973/02/01","","","10.1016/s0022-3476(73)80163-5"
"1646216","Stress hormones and acid-base status of human fetuses at delivery","Ramin SM, Porter JC, Gilstrap LC 3rd, Rosenfeld CR.","J Clin Endocrinol Metab. 1991 Jul;73(1):182-6. doi: 10.1210/jcem-73-1-182.","Ramin SM","J Clin Endocrinol Metab","1991","1991/07/01","","","10.1210/jcem-73-1-182"
"9141942","Intravenous nitroglycerin to relieve intrapartum fetal distress related to uterine hyperactivity: a prospective observational study","Mercier FJ, Dounas M, Bouaziz H, Lhuissier C, Benhamou D.","Anesth Analg. 1997 May;84(5):1117-20. doi: 10.1097/00000539-199705000-00030.","Mercier FJ","Anesth Analg","1997","1997/05/01","","","10.1097/00000539-199705000-00030"
"1217254","[Cardiotokography, obstetrical decission, and perinatological results]","Heinrich VJ, Seidenschnur G, Hopp H, Koepcke E, Rissmann M.","Zentralbl Gynakol. 1975;97(5):257-70.","Heinrich VJ","Zentralbl Gynakol","1975","1975/01/01","","",""
"3763151","How safe are ocular drugs in pediatrics?","Palmer EA.","Ophthalmology. 1986 Aug;93(8):1038-40. doi: 10.1016/s0161-6420(86)33624-8.","Palmer EA","Ophthalmology","1986","1986/08/01","","","10.1016/s0161-6420(86)33624-8"
"1645667","Myocardial beta-adrenoceptor density and the distribution of beta 1- and beta 2-adrenoceptor subpopulations in children with congenital heart disease","Kozlik R, Kramer HH, Wicht H, Krian A, Ostermeyer J, Reinhardt D.","Eur J Pediatr. 1991 Apr;150(6):388-94. doi: 10.1007/BF02093715.","Kozlik R","Eur J Pediatr","1991","1991/04/01","","","10.1007/BF02093715"
"3343466","Variable arginine vasopressin levels in neonatal congestive heart failure","Stewart JM, Zeballos GA, Woolf PK, Dweck HS, Gewitz MH.","J Am Coll Cardiol. 1988 Mar;11(3):645-50. doi: 10.1016/0735-1097(88)91544-6.","Stewart JM","J Am Coll Cardiol","1988","1988/03/01","","","10.1016/0735-1097(88)91544-6"
"19624374","The role of terlipressin in the management of severe pulmonary hypertension in congenital diaphragmatic hernia","Papoff P, Caresta E, Versacci P, Grossi R, Midulla F, Moretti C.","Paediatr Anaesth. 2009 Aug;19(8):805-6. doi: 10.1111/j.1460-9592.2009.03078.x.","Papoff P","Paediatr Anaesth","2009","2009/07/24","","","10.1111/j.1460-9592.2009.03078.x"
"3780247","Effect of high-dose dopamine on urine output in newborn infants","Perez CA, Reimer JM, Schreiber MD, Warburton D, Gregory GA.","Crit Care Med. 1986 Dec;14(12):1045-9. doi: 10.1097/00003246-198612000-00010.","Perez CA","Crit Care Med","1986","1986/12/01","","","10.1097/00003246-198612000-00010"
"10802508","The pharmacologic mechanism by which inhaled epinephrine reduces airway obstruction in respiratory syncytial virus-associated bronchiolitis","Barr FE, Patel NR, Newth CJ.","J Pediatr. 2000 May;136(5):699-700. doi: 10.1067/mpd.2000.105358.","Barr FE","J Pediatr","2000","2000/05/10","","","10.1067/mpd.2000.105358"
"8887101","Pulmonary hemorrhage: a novel complication after extracorporeal life support","Goretsky MJ, Martinasek D, Warner BW.","J Pediatr Surg. 1996 Sep;31(9):1276-81. doi: 10.1016/s0022-3468(96)90250-x.","Goretsky MJ","J Pediatr Surg","1996","1996/09/01","","","10.1016/s0022-3468(96)90250-x"
"16188828","Caution with prolonged or high-dose infusions of catecholamines in premature infants","McNamara PJ.","Acta Paediatr. 2005 Jul;94(7):980-2. doi: 10.1111/j.1651-2227.2005.tb02025.x.","McNamara PJ","Acta Paediatr","2005","2005/09/29","","","10.1111/j.1651-2227.2005.tb02025.x"
"7489437","Nicardipine: perioperative applications in children","Tobias JD, Lowe S, Deshpande JK.","Paediatr Anaesth. 1995;5(3):171-6. doi: 10.1111/j.1460-9592.1995.tb00273.x.","Tobias JD","Paediatr Anaesth","1995","1995/01/01","","","10.1111/j.1460-9592.1995.tb00273.x"
"10685256","Low serum cortisol in term newborns with refractory hypotension","Tantivit P, Subramanian N, Garg M, Ramanathan R, deLemos RA.","J Perinatol. 1999 Jul-Aug;19(5):352-7. doi: 10.1038/sj.jp.7200202.","Tantivit P","J Perinatol","1999","2000/02/24","","","10.1038/sj.jp.7200202"
